"customer_id";"first_name";"last_name";"email";"city";"country";"join_date";"customer_tier";"credit_score"
282;"First_282";"Last_282";"customer_282@email.com";"Volos";"Greece";"2022-09-02";"Silver";757
283;"First_283";"Last_283";"customer_283@email.com";"Volos";"Germany";"2019-07-13";"Silver";603
284;"First_284";"Last_284";"customer_284@email.com";"Patras";"Greece";"2018-09-18";"Silver";639
285;"First_285";"Last_285";"customer_285@email.com";"Volos";"Germany";"2018-08-05";"Bronze";747
286;"First_286";"Last_286";"customer_286@email.com";"Chania";"Germany";"2021-02-21";"Bronze";601
287;"First_287";"Last_287";"customer_287@email.com";"Thessaloniki";"Greece";"2020-03-15";"Bronze";839
288;"First_288";"Last_288";"customer_288@email.com";"Larissa";"Greece";"2021-03-31";"Gold";784
289;"First_289";"Last_289";"customer_289@email.com";"Athens";"Greece";"2018-07-20";"Silver";376
290;"First_290";"Last_290";"customer_290@email.com";"Athens";"Greece";"2022-01-17";"Bronze";814
291;"First_291";"Last_291";"customer_291@email.com";"Larissa";"Greece";"2019-02-06";"Bronze";848
292;"First_292";"Last_292";"customer_292@email.com";"Patras";"Greece";"2022-01-25";"Gold";391
293;"First_293";"Last_293";"customer_293@email.com";"Heraklion";"Greece";"2018-10-02";"Silver";765
294;"First_294";"Last_294";"customer_294@email.com";"Patras";"Greece";"2018-07-25";"Silver";765
295;"First_295";"Last_295";"customer_295@email.com";"Athens";"Germany";"2020-11-29";"Bronze";339
296;"First_296";"Last_296";"customer_296@email.com";"Athens";"Greece";"2021-07-20";"Bronze";628
297;"First_297";"Last_297";"customer_297@email.com";"Larissa";"Greece";"2022-09-20";"Platinum";584
298;"First_298";"Last_298";"customer_298@email.com";"Volos";"Greece";"2020-05-16";"Silver";365
299;"First_299";"Last_299";"customer_299@email.com";"Patras";"France";"2018-04-03";"Bronze";408
300;"First_300";"Last_300";"customer_300@email.com";"Rhodes";"Greece";"2020-12-01";"Gold";714
301;"First_301";"Last_301";"customer_301@email.com";"Larissa";"France";"2022-01-28";"Silver";391
302;"First_302";"Last_302";"customer_302@email.com";"Chania";"Greece";"2019-01-14";"Bronze";667
303;"First_303";"Last_303";"customer_303@email.com";"Athens";"Germany";"2021-02-04";"Bronze";722
304;"First_304";"Last_304";"customer_304@email.com";"Larissa";"Greece";"2021-09-13";"Bronze";539
305;"First_305";"Last_305";"customer_305@email.com";"Patras";"Greece";"2018-03-06";"Bronze";734
306;"First_306";"Last_306";"customer_306@email.com";"Athens";"Greece";"2018-12-31";"Silver";511
307;"First_307";"Last_307";"customer_307@email.com";"Heraklion";"Greece";"2020-03-31";"Bronze";699
308;"First_308";"Last_308";"customer_308@email.com";"Larissa";"Greece";"2022-02-16";"Gold";825
309;"First_309";"Last_309";"customer_309@email.com";"Ioannina";"Greece";"2022-07-29";"Platinum";767
310;"First_310";"Last_310";"customer_310@email.com";"Athens";"UK";"2020-11-13";"Bronze";469
311;"First_311";"Last_311";"customer_311@email.com";"Patras";"Italy";"2019-06-24";"Bronze";509
312;"First_312";"Last_312";"customer_312@email.com";"Thessaloniki";"Greece";"2020-12-21";"Gold";555
313;"First_313";"Last_313";"customer_313@email.com";"Rhodes";"Greece";"2019-05-06";"Silver";372
314;"First_314";"Last_314";"customer_314@email.com";"Chalkida";"Greece";"2021-07-20";"Silver";446
315;"First_315";"Last_315";"customer_315@email.com";"Volos";"Germany";"2018-08-17";"Bronze";639
316;"First_316";"Last_316";"customer_316@email.com";"Chalkida";"Greece";"2020-11-09";"Bronze";616
317;"First_317";"Last_317";"customer_317@email.com";"Patras";"Italy";"2018-01-03";"Silver";453
318;"First_318";"Last_318";"customer_318@email.com";"Chania";"Greece";"2021-12-15";"Platinum";554
319;"First_319";"Last_319";"customer_319@email.com";"Chania";"Greece";"2022-10-20";"Bronze";650
320;"First_320";"Last_320";"customer_320@email.com";"Thessaloniki";"Germany";"2020-06-29";"Gold";846
321;"First_321";"Last_321";"customer_321@email.com";"Volos";"France";"2018-11-03";"Bronze";611
322;"First_322";"Last_322";"customer_322@email.com";"Ioannina";"Greece";"2019-03-08";"Platinum";433
323;"First_323";"Last_323";"customer_323@email.com";"Thessaloniki";"Greece";"2018-05-16";"Silver";428
324;"First_324";"Last_324";"customer_324@email.com";"Chalkida";"Italy";"2019-05-30";"Bronze";735
325;"First_325";"Last_325";"customer_325@email.com";"Thessaloniki";"Greece";"2018-07-12";"Silver";579
326;"First_326";"Last_326";"customer_326@email.com";"Chalkida";"France";"2022-05-28";"Bronze";657
327;"First_327";"Last_327";"customer_327@email.com";"Athens";"Greece";"2021-12-09";"Bronze";551
328;"First_328";"Last_328";"customer_328@email.com";"Chania";"UK";"2020-05-22";"Bronze";434
329;"First_329";"Last_329";"customer_329@email.com";"Athens";"Germany";"2021-02-15";"Bronze";822
330;"First_330";"Last_330";"customer_330@email.com";"Rhodes";"Greece";"2019-10-28";"Bronze";618
331;"First_331";"Last_331";"customer_331@email.com";"Volos";"France";"2018-07-28";"Silver";379
332;"First_332";"Last_332";"customer_332@email.com";"Ioannina";"Greece";"2020-08-09";"Silver";490
333;"First_333";"Last_333";"customer_333@email.com";"Chalkida";"Greece";"2020-11-23";"Bronze";752
334;"First_334";"Last_334";"customer_334@email.com";"Ioannina";"Greece";"2019-10-11";"Gold";643
335;"First_335";"Last_335";"customer_335@email.com";"Chalkida";"Greece";"2021-09-03";"Silver";329
336;"First_336";"Last_336";"customer_336@email.com";"Patras";"Germany";"2018-04-30";"Platinum";713
337;"First_337";"Last_337";"customer_337@email.com";"Thessaloniki";"Greece";"2019-09-19";"Silver";667
338;"First_338";"Last_338";"customer_338@email.com";"Rhodes";"Greece";"2019-06-09";"Bronze";801
339;"First_339";"Last_339";"customer_339@email.com";"Chania";"Greece";"2022-05-24";"Bronze";320
340;"First_340";"Last_340";"customer_340@email.com";"Chalkida";"Greece";"2020-02-08";"Silver";848
341;"First_341";"Last_341";"customer_341@email.com";"Ioannina";"Greece";"2021-01-17";"Bronze";545
342;"First_342";"Last_342";"customer_342@email.com";"Rhodes";"UK";"2019-05-27";"Bronze";582
343;"First_343";"Last_343";"customer_343@email.com";"Heraklion";"Italy";"2018-02-16";"Bronze";531
344;"First_344";"Last_344";"customer_344@email.com";"Heraklion";"France";"2020-02-11";"Bronze";615
345;"First_345";"Last_345";"customer_345@email.com";"Athens";"Greece";"2020-01-10";"Bronze";635
346;"First_346";"Last_346";"customer_346@email.com";"Chania";"Greece";"2022-09-12";"Bronze";710
347;"First_347";"Last_347";"customer_347@email.com";"Patras";"Greece";"2019-06-06";"Bronze";544
348;"First_348";"Last_348";"customer_348@email.com";"Ioannina";"Greece";"2021-07-31";"Silver";686
349;"First_349";"Last_349";"customer_349@email.com";"Thessaloniki";"Greece";"2021-11-01";"Silver";657
350;"First_350";"Last_350";"customer_350@email.com";"Thessaloniki";"Greece";"2022-07-20";"Bronze";321
351;"First_351";"Last_351";"customer_351@email.com";"Ioannina";"Greece";"2018-05-14";"Bronze";318
352;"First_352";"Last_352";"customer_352@email.com";"Volos";"Italy";"2022-08-18";"Bronze";586
353;"First_353";"Last_353";"customer_353@email.com";"Patras";"Greece";"2018-09-05";"Bronze";575
354;"First_354";"Last_354";"customer_354@email.com";"Rhodes";"Greece";"2022-08-03";"Bronze";371
355;"First_355";"Last_355";"customer_355@email.com";"Chalkida";"Greece";"2021-09-03";"Bronze";664
356;"First_356";"Last_356";"customer_356@email.com";"Volos";"Greece";"2019-03-12";"Silver";634
357;"First_357";"Last_357";"customer_357@email.com";"Chalkida";"France";"2021-04-14";"Silver";498
358;"First_358";"Last_358";"customer_358@email.com";"Chalkida";"Greece";"2019-11-17";"Bronze";316
359;"First_359";"Last_359";"customer_359@email.com";"Volos";"Greece";"2019-08-09";"Bronze";517
360;"First_360";"Last_360";"customer_360@email.com";"Athens";"Greece";"2018-12-17";"Silver";446
361;"First_361";"Last_361";"customer_361@email.com";"Heraklion";"Greece";"2018-05-23";"Gold";509
362;"First_362";"Last_362";"customer_362@email.com";"Chalkida";"Greece";"2020-08-24";"Silver";713
363;"First_363";"Last_363";"customer_363@email.com";"Volos";"France";"2020-03-14";"Silver";629
364;"First_364";"Last_364";"customer_364@email.com";"Volos";"France";"2021-11-22";"Bronze";651
365;"First_365";"Last_365";"customer_365@email.com";"Larissa";"UK";"2022-07-06";"Bronze";462
366;"First_366";"Last_366";"customer_366@email.com";"Athens";"Greece";"2019-12-19";"Gold";400
367;"First_367";"Last_367";"customer_367@email.com";"Chania";"France";"2019-10-05";"Bronze";626
368;"First_368";"Last_368";"customer_368@email.com";"Larissa";"Greece";"2021-10-24";"Platinum";626
369;"First_369";"Last_369";"customer_369@email.com";"Larissa";"Greece";"2019-05-16";"Silver";454
370;"First_370";"Last_370";"customer_370@email.com";"Ioannina";"Germany";"2022-07-04";"Silver";309
371;"First_371";"Last_371";"customer_371@email.com";"Heraklion";"Greece";"2019-01-05";"Bronze";652
372;"First_372";"Last_372";"customer_372@email.com";"Volos";"Greece";"2022-05-22";"Silver";482
373;"First_373";"Last_373";"customer_373@email.com";"Heraklion";"UK";"2021-11-06";"Bronze";754
374;"First_374";"Last_374";"customer_374@email.com";"Patras";"Greece";"2021-01-14";"Bronze";305
375;"First_375";"Last_375";"customer_375@email.com";"Ioannina";"Greece";"2020-02-26";"Bronze";632
376;"First_376";"Last_376";"customer_376@email.com";"Chania";"Greece";"2020-01-09";"Gold";632
377;"First_377";"Last_377";"customer_377@email.com";"Heraklion";"France";"2022-01-23";"Silver";557
378;"First_378";"Last_378";"customer_378@email.com";"Thessaloniki";"Italy";"2020-08-07";"Bronze";510
379;"First_379";"Last_379";"customer_379@email.com";"Chalkida";"France";"2021-09-10";"Bronze";350
380;"First_380";"Last_380";"customer_380@email.com";"Patras";"Greece";"2019-06-06";"Silver";744
381;"First_381";"Last_381";"customer_381@email.com";"Athens";"Greece";"2019-05-04";"Silver";676
382;"First_382";"Last_382";"customer_382@email.com";"Chania";"Greece";"2019-02-01";"Silver";785
383;"First_383";"Last_383";"customer_383@email.com";"Patras";"Greece";"2020-06-14";"Silver";350
384;"First_384";"Last_384";"customer_384@email.com";"Chalkida";"Greece";"2018-12-21";"Bronze";453
385;"First_385";"Last_385";"customer_385@email.com";"Ioannina";"Greece";"2020-08-04";"Silver";609
386;"First_386";"Last_386";"customer_386@email.com";"Chalkida";"Greece";"2018-10-15";"Bronze";698
387;"First_387";"Last_387";"customer_387@email.com";"Larissa";"Italy";"2022-01-22";"Gold";433
388;"First_388";"Last_388";"customer_388@email.com";"Chalkida";"Greece";"2022-07-06";"Silver";519
389;"First_389";"Last_389";"customer_389@email.com";"Larissa";"Greece";"2020-09-24";"Bronze";462
390;"First_390";"Last_390";"customer_390@email.com";"Ioannina";"Greece";"2019-06-20";"Bronze";801
391;"First_391";"Last_391";"customer_391@email.com";"Rhodes";"Italy";"2021-08-07";"Gold";414
392;"First_392";"Last_392";"customer_392@email.com";"Larissa";"UK";"2020-04-30";"Bronze";798
393;"First_393";"Last_393";"customer_393@email.com";"Athens";"France";"2020-04-17";"Bronze";771
394;"First_394";"Last_394";"customer_394@email.com";"Chalkida";"Italy";"2018-06-17";"Silver";448
395;"First_395";"Last_395";"customer_395@email.com";"Chalkida";"Greece";"2020-08-07";"Bronze";540
396;"First_396";"Last_396";"customer_396@email.com";"Athens";"Greece";"2019-09-13";"Silver";422
397;"First_397";"Last_397";"customer_397@email.com";"Thessaloniki";"Greece";"2019-03-04";"Bronze";368
398;"First_398";"Last_398";"customer_398@email.com";"Volos";"Greece";"2022-09-22";"Silver";362
399;"First_399";"Last_399";"customer_399@email.com";"Rhodes";"Greece";"2019-05-05";"Bronze";315
400;"First_400";"Last_400";"customer_400@email.com";"Chania";"Greece";"2018-12-21";"Bronze";689
401;"First_401";"Last_401";"customer_401@email.com";"Larissa";"Italy";"2018-07-15";"Gold";557
402;"First_402";"Last_402";"customer_402@email.com";"Athens";"Italy";"2019-06-29";"Silver";516
403;"First_403";"Last_403";"customer_403@email.com";"Ioannina";"UK";"2019-12-18";"Bronze";778
404;"First_404";"Last_404";"customer_404@email.com";"Larissa";"UK";"2020-04-03";"Bronze";413
405;"First_405";"Last_405";"customer_405@email.com";"Volos";"Germany";"2020-07-20";"Silver";679
406;"First_406";"Last_406";"customer_406@email.com";"Ioannina";"Greece";"2022-09-14";"Silver";536
407;"First_407";"Last_407";"customer_407@email.com";"Patras";"Greece";"2020-09-29";"Platinum";775
408;"First_408";"Last_408";"customer_408@email.com";"Chalkida";"Germany";"2019-10-21";"Platinum";428
409;"First_409";"Last_409";"customer_409@email.com";"Patras";"UK";"2020-07-27";"Silver";809
410;"First_410";"Last_410";"customer_410@email.com";"Larissa";"Greece";"2020-02-19";"Bronze";464
411;"First_411";"Last_411";"customer_411@email.com";"Volos";"Italy";"2018-01-11";"Bronze";576
412;"First_412";"Last_412";"customer_412@email.com";"Rhodes";"Greece";"2022-05-25";"Silver";556
413;"First_413";"Last_413";"customer_413@email.com";"Larissa";"Greece";"2021-07-03";"Bronze";431
414;"First_414";"Last_414";"customer_414@email.com";"Athens";"Germany";"2019-01-31";"Bronze";556
415;"First_415";"Last_415";"customer_415@email.com";"Heraklion";"Greece";"2020-01-01";"Bronze";440
416;"First_416";"Last_416";"customer_416@email.com";"Larissa";"Greece";"2019-02-13";"Bronze";508
417;"First_417";"Last_417";"customer_417@email.com";"Chalkida";"Greece";"2018-12-28";"Bronze";818
418;"First_418";"Last_418";"customer_418@email.com";"Chalkida";"UK";"2021-07-06";"Bronze";350
419;"First_419";"Last_419";"customer_419@email.com";"Larissa";"Greece";"2020-10-23";"Silver";802
420;"First_420";"Last_420";"customer_420@email.com";"Ioannina";"Germany";"2018-03-25";"Bronze";558
421;"First_421";"Last_421";"customer_421@email.com";"Heraklion";"Greece";"2018-06-05";"Bronze";477
422;"First_422";"Last_422";"customer_422@email.com";"Athens";"Greece";"2022-08-14";"Bronze";842
423;"First_423";"Last_423";"customer_423@email.com";"Larissa";"Italy";"2021-04-14";"Silver";655
424;"First_424";"Last_424";"customer_424@email.com";"Ioannina";"Greece";"2019-12-08";"Bronze";617
425;"First_425";"Last_425";"customer_425@email.com";"Chalkida";"Italy";"2019-04-17";"Silver";663
426;"First_426";"Last_426";"customer_426@email.com";"Chalkida";"Greece";"2019-09-11";"Platinum";354
427;"First_427";"Last_427";"customer_427@email.com";"Volos";"Italy";"2021-12-18";"Bronze";455
428;"First_428";"Last_428";"customer_428@email.com";"Larissa";"Greece";"2018-05-14";"Bronze";343
429;"First_429";"Last_429";"customer_429@email.com";"Heraklion";"Greece";"2020-02-27";"Bronze";841
430;"First_430";"Last_430";"customer_430@email.com";"Thessaloniki";"Greece";"2020-06-25";"Platinum";621
431;"First_431";"Last_431";"customer_431@email.com";"Heraklion";"Greece";"2020-05-13";"Silver";313
432;"First_432";"Last_432";"customer_432@email.com";"Chalkida";"Germany";"2021-11-04";"Gold";656
433;"First_433";"Last_433";"customer_433@email.com";"Chalkida";"Greece";"2019-10-29";"Bronze";782
434;"First_434";"Last_434";"customer_434@email.com";"Patras";"Greece";"2018-10-04";"Platinum";658
435;"First_435";"Last_435";"customer_435@email.com";"Chalkida";"Greece";"2021-06-13";"Bronze";617
436;"First_436";"Last_436";"customer_436@email.com";"Athens";"Greece";"2022-11-11";"Bronze";374
437;"First_437";"Last_437";"customer_437@email.com";"Chania";"UK";"2020-05-31";"Gold";493
438;"First_438";"Last_438";"customer_438@email.com";"Larissa";"Greece";"2018-01-13";"Gold";662
439;"First_439";"Last_439";"customer_439@email.com";"Heraklion";"Germany";"2018-12-08";"Bronze";395
440;"First_440";"Last_440";"customer_440@email.com";"Chania";"Germany";"2018-02-04";"Bronze";339
441;"First_441";"Last_441";"customer_441@email.com";"Ioannina";"France";"2019-07-13";"Bronze";696
442;"First_442";"Last_442";"customer_442@email.com";"Thessaloniki";"Greece";"2021-05-22";"Bronze";406
443;"First_443";"Last_443";"customer_443@email.com";"Athens";"Germany";"2021-12-06";"Bronze";316
444;"First_444";"Last_444";"customer_444@email.com";"Heraklion";"Italy";"2019-02-09";"Platinum";826
445;"First_445";"Last_445";"customer_445@email.com";"Chania";"UK";"2022-02-26";"Silver";798
446;"First_446";"Last_446";"customer_446@email.com";"Thessaloniki";"Greece";"2019-10-20";"Silver";824
447;"First_447";"Last_447";"customer_447@email.com";"Patras";"Germany";"2018-06-08";"Silver";342
448;"First_448";"Last_448";"customer_448@email.com";"Athens";"UK";"2020-08-13";"Silver";649
449;"First_449";"Last_449";"customer_449@email.com";"Athens";"Germany";"2022-07-19";"Silver";329
450;"First_450";"Last_450";"customer_450@email.com";"Patras";"Greece";"2021-02-07";"Silver";740
451;"First_451";"Last_451";"customer_451@email.com";"Larissa";"Greece";"2019-07-03";"Bronze";841
452;"First_452";"Last_452";"customer_452@email.com";"Patras";"France";"2022-12-18";"Silver";754
453;"First_453";"Last_453";"customer_453@email.com";"Athens";"Greece";"2022-03-30";"Silver";393
454;"First_454";"Last_454";"customer_454@email.com";"Athens";"UK";"2020-09-11";"Gold";594
455;"First_455";"Last_455";"customer_455@email.com";"Chania";"Greece";"2021-10-02";"Platinum";848
456;"First_456";"Last_456";"customer_456@email.com";"Chalkida";"Greece";"2022-11-03";"Bronze";388
457;"First_457";"Last_457";"customer_457@email.com";"Thessaloniki";"Greece";"2022-07-18";"Silver";802
458;"First_458";"Last_458";"customer_458@email.com";"Patras";"Greece";"2018-10-06";"Bronze";513
459;"First_459";"Last_459";"customer_459@email.com";"Thessaloniki";"Italy";"2019-04-24";"Silver";721
460;"First_460";"Last_460";"customer_460@email.com";"Patras";"France";"2018-04-21";"Bronze";825
461;"First_461";"Last_461";"customer_461@email.com";"Ioannina";"Germany";"2022-07-18";"Bronze";491
462;"First_462";"Last_462";"customer_462@email.com";"Athens";"Greece";"2019-03-07";"Bronze";523
463;"First_463";"Last_463";"customer_463@email.com";"Chalkida";"Germany";"2019-06-26";"Silver";686
464;"First_464";"Last_464";"customer_464@email.com";"Chania";"Germany";"2021-02-12";"Bronze";773
